"anio","tabla","variable","definicion","pregunta_literal","universo_literal","regla_derivacion"
1976,"poblacion","area","Desde el Censo realizado en 1950, se ha considerado área urbana a todos los centros poblados en los que habitan 2000 o más personas y por lo tanto área rural, a todo centro poblado o área dospersa en la que habitan menos de 2000 personas, definiciones que en su momento fueron adoptadas. Sin embargo, el INE seguirá utilizando las definiciones adoptadas desde 1950, a la espera que las instituciones que tiene que ver con el ordenamiento territorial y temas a fines ""redefinan"" lo que debemos entender por área urbana y área rural.","","Todas las áreas geográficas abarcadas por el censo.",""
1976,"poblacion","can","Cantón de la provincia en el que está situada la vivienda.","Canton","Todos los cantones de las provincias de la república de Bolivia.",""
1976,"poblacion","ciu","Ciudad donde está ubicada la vivienda.","Ciudad o localidad","Todas las ciudades de la república de Bolivia",""
1976,"poblacion","dep","En Bolivia, los departamentos son las entidades subnacionales mayores del país en las que se subdivide el territorio del Estado. Desde el 4 de abril de 2010, cuentan con autonomía reconocida por la constitución a nivel ejecutivo y legislativo pero no judicial.","Departamento","Todos los departamentos de la República de Bolivia",""
1976,"poblacion","i10p","Número de vivienda donde se realizo el censo.","","Todas los hogares que se realizó el censo.",""
1976,"poblacion","i13p","Número de Hogares dentro de la vivienda donde se realizo el censo.","","Todas las personas en el territorio nacional, que pasaron la noche anterior al día del censo.",""
1976,"poblacion","p00","Número de orden de secuencia de la persona censada.","","Los integrantes del hogar",""
1976,"poblacion","p02","Relación de parentesco con el jefa o jefe de familia.","Qué parentesco o relación tiene con el jefe del hogar? escoger uno de la lista . 1. Jefe(a), 2. Esposa o conviviente, 3. Hijo(a) o entenado, 4. Yerno o Nuera, 5. Nieto (a), 6. Padre o Suegro, 7. Otro pariente, 8. Empleados, 9. No familiar","Los integrantes del hogar",""
1976,"poblacion","p03","Sexo de la persona censada no tendencia ni como se identifica.","Es hombre o mujer? 1. Hombre, 2. Mujer","Los integrantes del hogar",""
1976,"poblacion","p04","Edad exacta de la persona censada.","Cuantos años cumplidos tiene?","Los integrantes del hogar",""
1976,"poblacion","p05","Estado civil de la persona censada","Cuál es su estado civil actual? 1. Soltero, 2. Casado(a) o conviviente, 3.Viudo (a), 4. Divorciado(a) o separado","Personas de 12 años y más edad",""
1976,"poblacion","p06","Donde reside actualmente.","Dónde reside habitualmente?","Los integrantes del hogar",""
1976,"poblacion","p07","Fecha de nacimiento.","Dónde Nació? 1.Aquí, 2. Otra localidad, 3.Provincia, 4 Depratamento u otro país","Los integrantes del hogar",""
1976,"poblacion","p08","Donde residía hace 5 años","Dónde residía habitualmente hace 5 años? (1971)","Los integrantes del hogar",""
1976,"poblacion","p09","Idiomas que habla la persona censada.","Qué idiomas bolivianos sabe hablar?","Persomas de 5 años y más edad",""
1976,"poblacion","p10","La persona censada sabe leer y escribir (ambos),","Sabe leer y escribir?","Persomas de 5 años y más edad",""
1976,"poblacion","p11","La persona asiste o no a algún centro educativo o de enseñanza.","Asiste a la escuela u otro centro educativo? 1. Si, 2. No","Persomas de 5 años y más edad",""
1976,"poblacion","p14","Que nivel de estudios tieme la persona censada.","Cual es el último curso aprobado y en que ciclo? 0.Ninguno, 1.Básico, 2.Intermedio, 3.Medio, 4.Primaria, 5.Secundaria, 6.Normal, 7.Universitario, 8.Otro","Persomas de 5 años y más edad",""
1976,"poblacion","p15","Esta pregunta se refiere a si la persona trabajó o no.","A qué dedicó la mayor parte de su tiempo la semana anterior (al día del Censo) ? 1.Trabajó, 2.No trabajo, pero tenía trabajo?, 3.Desocupado?, 4.Buscó trabajo por primera vez?, 5.Sólo labores de casa?, 6.Sólo estudiante?, 7.Jubilado y o rentista?, 8.Otros?..","Personas de 7 años y más edad",""
1976,"poblacion","p16","Ocupación que tiene la persona censada.","Cuál fue la principal ocupación o trabajo que realizó durante la semana anterior o su último trabajo si estuvo desocupado?","Personas de 7 años y más edad",""
1976,"poblacion","p17","Actividad económica que desarrolla la persona censada.","Qué produce o a qué se dedica principalmente el lugar, establecimiento o negocio donde desempeño la ocupación indicada?","Personas de 7 años y más edad",""
1976,"poblacion","p18","Categoría específica de la actividad que desarrolla la persona Censada.","Cual fue la categoría o posición en la ocupación que indica?","Personas de 7 años y más edad",""
1976,"poblacion","p20","Cantidad de hijos nacidos vivos.","En total cuántos hijos nacidos vivos ha tenido?","Mujeres de 12 años y más de edad",""
1976,"poblacion","p21","Cantidad de hijos vivos actualmente.","De ellos cuántos están actualmente vivos.?","Mujeres de 12 años y más de edad",""
1976,"poblacion","p23a","Año de ultimo hijo nacido vivo.","Qué mes y año nació su último hijo nacido vivo?","Mujeres de 12 años y más de edad",""
1976,"poblacion","p23m","Mes de ultimo hijo nacido vivo.","Qué mes y año nació su último hijo nacido vivo?","Mujeres de 12 años y más de edad",""
1976,"poblacion","pro","Las provincias de Bolivia son las subdivisiones territoriales intermedias del país, inferiores a los departamentos y superiores a los municipios.","Provincia","Todas las provincias del territorio nacional (República de Bolivia).",""
1976,"poblacion","zona","Distribución de porciones de áreas geográficas es decir zonas para el censador.","Zona","Todas las Zonas abarcadas por el censo.",""
1976,"vivienda","can","Cantón de la provincia en el que está situada la vivienda.","Canton o localidad","Todos los cantones de las provincias de la república de Bolivia.",""
1976,"vivienda","ciu","Ciudad donde está ubicada la vivienda.","","Todas las ciudades de la república de Bolivia",""
1976,"vivienda","i10v","Número de personas en la vivienda.","Resumen de población- Número de hombres","Las viviendas",""
1976,"vivienda","i13v","Número de hogares en la vivienda.","Resumen de población- Número de mujeres","Las viviendas",""
1976,"vivienda","idep","En Bolivia, los departamentos son las entidades subnacionales mayores del país en las que se subdivide el territorio del Estado. Desde el 4 de abril de 2010, cuentan con autonomía reconocida por la constitución a nivel ejecutivo y legislativo pero no judicial.","Departamento","Todos los departamentos de la República de Bolivia",""
1976,"vivienda","pro","Las provincias de Bolivia son las subdivisiones territoriales intermedias del país, inferiores a los departamentos y superiores a los municipios.","Provincia","Todas las provincias del territorio nacional (República de Bolivia).",""
1976,"vivienda","turrur","Desde el Censo realizado en 1950, se ha considerado área urbana a todos los centros poblados en los que habitan 2000 o más personas y por lo tanto área rural, a todo centro poblado o área dospersa en la que habitan menos de 2000 personas, definiciones que en su momento fueron adoptadas. Sin embargo, el INE seguirá utilizando las definiciones adoptadas desde 1950, a la espera que las instituciones que tiene que ver con el ordenamiento territorial y temas a fines ""redefinan"" lo que debemos entender por área urbana y área rural.","","Todas las areas abarcadas por el censo.",""
1976,"vivienda","v00","Código de manzana en la distribución para el área censal.","Manzana N°","Todas las manzanas enmarcadas en las zonas de censo.",""
1976,"vivienda","v01","Es el tipo de vivienda que corresponda dentro de las categorías que se tiene de viviendas particulares o colectivas.","Tipo de vivienda 11.Casa Independiente, 12.Departamento, 13.habitación (es) sueltas (s) en casa de vecindad, 14.Choza, pahuichi, 15.Vivienda improvisada, 16.Local no destinado a vivienda, 17.Otra, 21.Hotel, residencial, 22.Cuartel, establecimiento militar o policial, 23.Hospital, Sanatorio, Clínica, 24.Cárcel , establecimiento correccional, 25.Convento, institución correccional, 26.Internado educacional, 27.Otra","Las viviendas",""
1976,"vivienda","v02","Es la condición de acupación de la vivienda, si la vivienda esta ocupada con personas presentes o no, o bien si está desocupada.","Condición de ocupación 1.Con ocupantes presentes, 2.Con ocupantes ausentes, 3.Desocupada","Las viviendas",""
1976,"vivienda","v03","Detalles de acabado de paredes exteriores.","Materiales predominantes en la vivienda, Paredes exteriores 1 Adobe revocado, 2 Adobe sin revocar y tapial, 3 Ladrillo, bloque de cemento, etc., 4 Piedra, 5 Madera, 6 Caña, palma ,trocos, 7 Otros","Las viviendas",""
1976,"vivienda","v04","Tipo de techo con el que cuenta la vivienda.","Materiales predominantes en la vivienda, Techo 1 Calamina, 2 Tejas (Cemento, arcilla, fibrocemento, etc.), 3 Losa de hormigón, 4 Paja, caña, palma, 5 Otros","Las viviendas",""
1976,"vivienda","v05","Acabado de pisos que posee la vivienda.","Materiales predominantes en la vivienda, Pisos 1 Madera, 2 Mosaico o baldosas, 3 Ladrillo, 4 Cemento, 5 Tierra, 6 Otros","Las viviendas",""
1976,"vivienda","v06","Disponibilidad de servicio de agua, el sistema de abastecimiento de agua.","Diponibilidad se servicio de agua-Sistema de abastecimiento de agua 1.Por cañería dentro de la vivienda, 2.Por cañería fuera de la vivienda, pero dentro del edificio, 3.Por cañería fuera del lote o terreno, 4.No recibe agua por cañería","Las viviendas",""
1976,"vivienda","v07","Disponibilidad de servicio de agua, procedencia del agua.","Diponibilidad se servicio de agua - Procedencia del agua 1. Red pública, 2. Red privada, 3. Pozo o noria, 4. Aljibe, 5. Rio, lago, vertiente o acequia, 6. Carro repartidor,7. Otra","Las viviendas",""
1976,"vivienda","v081","Disponibilidad de servicios higiénicos (excusado, letrina).","Disponibilidad de servicio higiénico (excusado, letrina) 1. Tiene de uso privado o exclusivo, 2. Tiene de uso común o compartido, 3. No tiene","Las viviendas",""
1976,"vivienda","v082","Sistema de eliminación de aguas servidas.","Sistema de eliminación de aguas servidas 1.Alcantarillado público, 2. Cámara séptica, 3. Letrina o pozo ciego, 4. No tiene","Las viviendas",""
1976,"vivienda","v083","Existencia de ducha o tina de baño.","Ducha o tina de baño 1 Tiene de uso privado o exclusivo, 2 Tiene de uso común o compartido, 3 No tiene","Las viviendas",""
1976,"vivienda","v09","Existencia de energía eléctrica en la vivienda.","Tiene electricidad? 1. Si, 2. No","Las viviendas",""
1976,"vivienda","v10","Número de habitaciones en la vivienda.","Cuantos cuartos o habitaciones tiene Ud. en su hogar?","Las viviendas",""
1976,"vivienda","v11","Número de habitaciones para dormir.","De éstos, cuántos se utilizan sólo para dormir? (Dormitorio)","Las viviendas",""
1976,"vivienda","v12","Cuarto de cocina.","Tiene cuarto especial para cocinar?","Las viviendas",""
1976,"vivienda","v14","Modalidad de tenencia de la vivienda","Tenencia 1 Propia, 2. Alquiler, 3. Contrato Alquiler, 4. Contrato mixto (Alquiler anticrético), 5. Cedida por servicio, 6. Otra Forma","Las viviendas",""
1976,"vivienda","v15","Idioma que se habla en su familia.","Idiomas que se habla con más frecuentemente en su familia. 1 Quechua, 2. Aymara, 3. Castellano, 4. Otro idioma nacional, 5. Idioma extranjero","Las viviendas",""
1976,"vivienda","zon","Distribución de porciones de áreas geográficas es decir zonas para el cansador.","Zona","Todas las Zonas abarcadas por el censo.",""
1992,"persona","idep","En Bolivia, los departamentos son las entidades subnacionales mayores del país en las que se subdivide el territorio del Estado. Desde el 4 de abril de 2010, cuentan con autonomía reconocida por la constitución a nivel ejecutivo y legislativo pero no judicial.","Departamento","Todos los departamentos de Bolivia.",""
